Profit,Customer Name,Segment,Category
52.49,Phillina Ober,Home Office,Technology
31.02,Arthur Gainer,Consumer,Office Supplies
10.35,Arthur Gainer,Consumer,Office Supplies
113.49,Steven Cartwright,Consumer,Furniture
4.28,Natalie DeCherney,Consumer,Office Supplies
321.84,Natalie DeCherney,Consumer,Furniture
4.68,Natalie DeCherney,Consumer,Office Supplies
5.80,Cynthia Delaney,Home Office,Office Supplies
-7.11,Patrick Gardner,Consumer,Office Supplies
-9.29,Irene Maddox,Consumer,Office Supplies
20.61,Jamie Kunitz,Consumer,Office Supplies
16.70,Jamie Kunitz,Consumer,Technology
3.71,Jamie Kunitz,Consumer,Office Supplies
-0.90,Jamie Kunitz,Consumer,Furniture
6.57,Jamie Kunitz,Consumer,Office Supplies
510.64,Jamie Kunitz,Consumer,Office Supplies
5.01,Jeremy Pistek,Consumer,Office Supplies
-566.56,Michelle Moray,Consumer,Furniture
-14.48,Debra Catini,Consumer,Furniture
2.80,John Lee,Consumer,Office Supplies
70.44,Bradley Nguyen,Consumer,Office Supplies
0.00,Bradley Nguyen,Consumer,Office Supplies
15.09,Bradley Nguyen,Consumer,Furniture
12.33,Bradley Nguyen,Consumer,Furniture
14.92,Bradley Nguyen,Consumer,Office Supplies
12.00,Katherine Ducich,Consumer,Technology
51.19,Katherine Ducich,Consumer,Technology
-71.81,Katherine Ducich,Consumer,Furniture
43.44,Jay Kimmel,Consumer,Office Supplies
0.44,Jay Kimmel,Consumer,Office Supplies
7.77,Jay Kimmel,Consumer,Office Supplies
-69.89,Filia McAdams,Corporate,Furniture
21.00,Christina Anderson,Consumer,Technology
3.60,Christina Anderson,Consumer,Office Supplies
31.28,Keith Dawkins,Corporate,Office Supplies
3.74,Keith Dawkins,Corporate,Office Supplies
-33.80,Logan Haushalter,Consumer,Office Supplies
17.35,Logan Haushalter,Consumer,Office Supplies
6.53,Anna Gayman,Consumer,Office Supplies
1.38,Anna Gayman,Consumer,Technology
0.38,Anna Gayman,Consumer,Office Supplies
8.49,David Bremer,Corporate,Office Supplies
3.40,David Bremer,Corporate,Technology
46.60,David Bremer,Corporate,Technology
9.60,Emily Ducich,Home Office,Office Supplies
7.26,Mick Crebagga,Consumer,Office Supplies
0.99,Mick Crebagga,Consumer,Furniture
-2.51,Mick Crebagga,Consumer,Office Supplies
-55.30,Mick Crebagga,Consumer,Technology
4.94,Bryan Mills,Consumer,Office Supplies
-8.24,Erin Mull,Consumer,Office Supplies
3.21,Erin Mull,Consumer,Office Supplies
3.63,Dianna Arnett,Home Office,Office Supplies
0.55,Dianna Arnett,Home Office,Office Supplies
-32.52,Meg O'Connel,Home Office,Furniture
3.69,Joni Wasserman,Consumer,Furniture
151.10,Victoria Wilson,Corporate,Office Supplies
53.86,Victoria Wilson,Corporate,Office Supplies
3.85,Victoria Wilson,Corporate,Office Supplies
130.76,Tonja Turnell,Home Office,Office Supplies
150.36,Tonja Turnell,Home Office,Technology
-66.51,Sara Luxemburg,Home Office,Office Supplies
7.62,Raymond Messe,Consumer,Technology
4.88,Mick Brown,Consumer,Office Supplies
-4.84,Arthur Gainer,Consumer,Furniture
9.70,Arthur Gainer,Consumer,Office Supplies
-20.70,Arthur Gainer,Consumer,Furniture
10.52,Max Ludwig,Home Office,Office Supplies
1.90,Max Ludwig,Home Office,Office Supplies
46.12,Max Ludwig,Home Office,Furniture
4.81,Max Ludwig,Home Office,Office Supplies
-5.86,Craig Carroll,Consumer,Office Supplies
-39.46,Craig Carroll,Consumer,Office Supplies
-1.40,Stewart Carmichael,Corporate,Office Supplies
-20.17,Stewart Carmichael,Corporate,Office Supplies
-24.50,Greg Guthrie,Corporate,Office Supplies
19.50,Greg Guthrie,Corporate,Technology
9.39,Muhammed Yedwab,Corporate,Office Supplies
129.38,Muhammed Yedwab,Corporate,Office Supplies
1.50,Muhammed Yedwab,Corporate,Office Supplies
1.51,Muhammed Yedwab,Corporate,Office Supplies
180.77,Darren Powers,Consumer,Office Supplies
6.62,Darren Powers,Consumer,Office Supplies
14.99,Bryan Davis,Consumer,Technology
20.84,Bryan Davis,Consumer,Office Supplies
3.03,Claudia Bergmann,Corporate,Office Supplies
59.01,Claudia Bergmann,Corporate,Office Supplies
107.72,Jim Epp,Corporate,Office Supplies
9.82,Jim Epp,Corporate,Technology
15.53,Jim Epp,Corporate,Office Supplies
25.22,Jim Epp,Corporate,Technology
64.79,Roy Phan,Corporate,Technology
195.99,Roy Phan,Corporate,Technology
26.59,Roy Phan,Corporate,Technology
24.47,Russell Applegate,Consumer,Office Supplies
673.88,Resi Pölking,Consumer,Furniture
12.59,Resi Pölking,Consumer,Office Supplies
6.04,Thomas Boland,Corporate,Office Supplies
26.99,Brad Eason,Home Office,Office Supplies
16.60,Mathew Reese,Home Office,Office Supplies
100.91,Mathew Reese,Home Office,Technology
11.57,Mathew Reese,Home Office,Office Supplies
73.32,Raymond Messe,Consumer,Furniture
3.63,Jill Fjeld,Consumer,Office Supplies
17.53,Jill Fjeld,Consumer,Office Supplies
1.50,Adrian Shami,Home Office,Furniture
-4.30,Joseph Airdo,Consumer,Office Supplies
-1049.34,Joseph Airdo,Consumer,Office Supplies
23.00,Joseph Airdo,Consumer,Technology
257.59,Grace Kelly,Corporate,Technology
21.77,Grace Kelly,Corporate,Office Supplies
76.27,Grace Kelly,Corporate,Technology
0.70,Phillip Breyer,Corporate,Technology
-12.12,Heather Kirkland,Corporate,Furniture
17.82,Heather Kirkland,Corporate,Office Supplies
245.02,Frank Olsen,Consumer,Furniture
28.13,Brian Thompson,Consumer,Furniture
1.57,Brian Thompson,Consumer,Furniture
-8.51,Stefania Perrino,Corporate,Furniture
3.47,Lauren Leatherbury,Consumer,Office Supplies
3.06,Lauren Leatherbury,Consumer,Office Supplies
4.58,Matt Collins,Consumer,Office Supplies
-166.32,Janet Lee,Consumer,Office Supplies
-24.19,Janet Lee,Consumer,Furniture
-225.56,Erin Ashbrook,Corporate,Office Supplies
1.83,Erin Ashbrook,Corporate,Office Supplies
-2.70,Erin Ashbrook,Corporate,Furniture
1.81,Erin Ashbrook,Corporate,Office Supplies
-25.06,Sue Ann Reed,Consumer,Office Supplies
3.11,Sue Ann Reed,Consumer,Furniture
4.84,Sue Ann Reed,Consumer,Furniture
126.90,Cathy Hwang,Home Office,Technology
18.66,Neil Ducich,Corporate,Office Supplies
-168.96,Bruce Stewart,Consumer,Technology
374.38,Sara Luxemburg,Home Office,Technology
62.91,Sara Luxemburg,Home Office,Furniture
25.88,George Bell,Corporate,Furniture
-264.00,Aaron Smayling,Corporate,Technology
12.70,Aaron Smayling,Corporate,Office Supplies
6.21,Raymond Messe,Consumer,Office Supplies
361.30,Nicole Hansen,Corporate,Office Supplies
5.92,Barbara Fisher,Corporate,Office Supplies
12.14,Barbara Fisher,Corporate,Furniture
10.22,Barbara Fisher,Corporate,Office Supplies
29.36,Barbara Fisher,Corporate,Office Supplies
39.43,Katharine Harms,Corporate,Furniture
13.53,Frank Atkinson,Corporate,Office Supplies
-30.59,Frank Atkinson,Corporate,Furniture
11.77,Giulietta Weimer,Consumer,Technology
19.24,Dianna Arnett,Home Office,Office Supplies
15.83,Dianna Arnett,Home Office,Furniture
27.18,Frank Hawley,Corporate,Furniture
2.25,Frank Hawley,Corporate,Office Supplies
9.73,Ralph Kennedy,Consumer,Office Supplies
124.68,Ralph Kennedy,Consumer,Technology
11.88,Ralph Kennedy,Consumer,Office Supplies
49.11,Ralph Kennedy,Consumer,Office Supplies
45.98,Ralph Kennedy,Consumer,Office Supplies
38.18,Ralph Kennedy,Consumer,Office Supplies
4.79,Filia McAdams,Corporate,Office Supplies
-15.99,Alyssa Crouse,Corporate,Office Supplies
-53.07,Alyssa Crouse,Corporate,Office Supplies
60.55,Jennifer Braxton,Corporate,Office Supplies
25.12,Jennifer Braxton,Corporate,Technology
-28.98,Gary McGarr,Consumer,Furniture
33.59,Gary McGarr,Consumer,Technology
4.96,Roy Französisch,Consumer,Office Supplies
-465.57,Noah Childs,Corporate,Furniture
4.37,Noah Childs,Corporate,Furniture
-92.70,Nat Gilpin,Corporate,Technology
70.72,Adam Hart,Corporate,Furniture
10.89,Cathy Hwang,Home Office,Office Supplies
-17.61,Cathy Hwang,Home Office,Office Supplies
3.11,Charles Crestani,Consumer,Office Supplies
25.79,Michelle Ellison,Corporate,Office Supplies
50.10,Michelle Ellison,Corporate,Furniture
27.28,Michelle Ellison,Corporate,Furniture
20.58,Benjamin Patterson,Consumer,Furniture
5.88,Mark Packer,Home Office,Office Supplies
-22.10,Caroline Jumper,Consumer,Furniture
47.04,John Castell,Consumer,Technology
-44.28,James Galang,Consumer,Furniture
22.68,James Galang,Consumer,Technology
-48.12,Cyma Kinney,Corporate,Office Supplies
14.67,Luke Foster,Consumer,Office Supplies
63.93,Luke Foster,Consumer,Furniture
67.61,Luke Foster,Consumer,Office Supplies
78.68,Chuck Clark,Home Office,Office Supplies
2.10,Dan Lawera,Consumer,Office Supplies
10.41,Paul Gonzalez,Consumer,Furniture
2.40,Erica Hernandez,Home Office,Office Supplies
-331.96,Erica Hernandez,Home Office,Office Supplies
13.70,Tracy Blumstein,Consumer,Office Supplies
-122.88,Tracy Blumstein,Consumer,Furniture
4.75,Dean Katz,Corporate,Office Supplies
1.25,Dean Katz,Corporate,Office Supplies
2.93,Jeremy Pistek,Consumer,Office Supplies
7.75,Carol Darley,Consumer,Office Supplies
10.40,Adam Shillingsburg,Consumer,Office Supplies
152.50,Jas O'Carroll,Consumer,Office Supplies
843.17,Amy Cox,Consumer,Office Supplies
10.81,Ryan Akin,Consumer,Office Supplies
-336.78,Ryan Akin,Consumer,Office Supplies
-110.76,Ryan Akin,Consumer,Furniture
19.19,Corey-Lock,Consumer,Office Supplies
3.99,Dianna Wilson,Home Office,Technology
1.81,Damala Kotsonis,Corporate,Office Supplies
47.85,Damala Kotsonis,Corporate,Furniture
6.75,Damala Kotsonis,Corporate,Technology
9.09,Michael Dominguez,Corporate,Office Supplies
-2.16,Roy Phan,Corporate,Office Supplies
-21.61,Roy Phan,Corporate,Office Supplies
41.08,Rick Wilson,Corporate,Furniture
8.53,Duane Benoit,Consumer,Furniture
40.75,Stewart Carmichael,Corporate,Technology
92.44,Frank Hawley,Corporate,Office Supplies
49.76,Frank Hawley,Corporate,Technology
65.98,Erica Hackney,Consumer,Technology
1.67,Ann Steele,Home Office,Office Supplies
4.85,Ann Steele,Home Office,Office Supplies
3.88,Ann Steele,Home Office,Office Supplies
3.38,Helen Abelman,Consumer,Office Supplies
74.98,Cathy Hwang,Home Office,Technology
302.37,Edward Hooks,Corporate,Office Supplies
97.65,Edward Hooks,Corporate,Furniture
1.50,Mary Zewe,Corporate,Office Supplies
107.96,Scot Coram,Corporate,Technology
3.57,Scot Coram,Corporate,Office Supplies
41.82,Naresj Patel,Consumer,Office Supplies
69.99,Lindsay Williams,Corporate,Technology
19.97,Greg Matthias,Consumer,Technology
31.07,Rick Hansen,Consumer,Office Supplies
3.11,Valerie Mitchum,Home Office,Office Supplies
1.86,Valerie Mitchum,Home Office,Office Supplies
49.50,Valerie Mitchum,Home Office,Technology
23.80,Craig Carreira,Consumer,Technology
23.32,Seth Vernon,Consumer,Furniture
7.39,Seth Vernon,Consumer,Furniture
114.94,Lindsay Williams,Corporate,Office Supplies
59.82,Lindsay Williams,Corporate,Technology
4.86,Nora Pelletier,Home Office,Furniture
-13.31,Joe Elijah,Consumer,Office Supplies
-1.26,Joe Elijah,Consumer,Office Supplies
-6.12,Joe Elijah,Consumer,Office Supplies
74.57,Joe Elijah,Consumer,Furniture
17.76,Cathy Prescott,Corporate,Office Supplies
2.40,Cathy Prescott,Corporate,Office Supplies
-5.18,Cathy Prescott,Corporate,Office Supplies
26.39,Erin Ashbrook,Corporate,Technology
3.63,Erin Ashbrook,Corporate,Office Supplies
6.47,Ann Chong,Corporate,Office Supplies
3.46,Ann Chong,Corporate,Furniture
-93.33,Ann Chong,Corporate,Furniture
3.76,Ann Chong,Corporate,Office Supplies
8.92,Ann Chong,Corporate,Office Supplies
57.41,Ann Chong,Corporate,Technology
9.07,Ann Chong,Corporate,Office Supplies
213.74,Ann Chong,Corporate,Furniture
2.21,Ann Chong,Corporate,Office Supplies
38.08,Ann Chong,Corporate,Technology
40.31,Ann Chong,Corporate,Technology
7.70,Ann Chong,Corporate,Office Supplies
7.78,Robert Waldorf,Consumer,Office Supplies
14.62,Robert Waldorf,Consumer,Office Supplies
53.43,Robert Waldorf,Consumer,Technology
6.77,Robert Waldorf,Consumer,Technology
6.58,Robert Waldorf,Consumer,Office Supplies
11.70,Robert Waldorf,Consumer,Office Supplies
17.18,Robert Waldorf,Consumer,Office Supplies
7.25,Robert Waldorf,Consumer,Office Supplies
78.95,Dean Braden,Consumer,Technology
20.16,Dean Braden,Consumer,Office Supplies
79.89,Dean Braden,Consumer,Office Supplies
102.19,Bill Donatelli,Consumer,Technology
0.64,Max Ludwig,Home Office,Office Supplies
76.64,Max Ludwig,Home Office,Technology
-8.68,Joy Daniels,Consumer,Office Supplies
0.47,Joy Daniels,Consumer,Office Supplies
-2.19,Joy Daniels,Consumer,Technology
11.04,Alan Schoenberger,Corporate,Office Supplies
362.69,Alan Schoenberger,Corporate,Technology
70.96,Alan Schoenberger,Corporate,Furniture
0.59,Allen Armold,Consumer,Office Supplies
105.02,Kean Takahito,Consumer,Furniture
4.30,Kean Takahito,Consumer,Office Supplies
1.80,Muhammed MacIntyre,Corporate,Office Supplies
134.39,Nathan Gelder,Consumer,Technology
93.06,Laurel Workman,Corporate,Office Supplies
10.51,Laurel Workman,Corporate,Furniture
12.31,Laurel Workman,Corporate,Office Supplies
192.00,Christy Brittain,Consumer,Technology
7.92,Adam Shillingsburg,Consumer,Office Supplies
215.12,Adam Shillingsburg,Consumer,Furniture
12.32,Adam Shillingsburg,Consumer,Office Supplies
8.50,Adam Shillingsburg,Consumer,Office Supplies
-3.80,Christy Brittain,Consumer,Office Supplies
26.64,Max Ludwig,Home Office,Office Supplies
0.73,Max Ludwig,Home Office,Office Supplies
-2.12,Max Ludwig,Home Office,Office Supplies
-766.01,Joy Smith,Consumer,Office Supplies
-3.72,Joy Smith,Consumer,Furniture
7.20,Neil Ducich,Corporate,Office Supplies
42.02,Neil Ducich,Corporate,Technology
42.04,Neil Ducich,Corporate,Technology
21.99,Luke Weiss,Consumer,Technology
14.23,Luke Weiss,Consumer,Office Supplies
9.59,Joni Wasserman,Consumer,Office Supplies
76.11,Joni Wasserman,Consumer,Furniture
-17.05,Sample Company A,Home Office,Office Supplies
11.58,Rob Williams,Corporate,Office Supplies
16.16,Rob Williams,Corporate,Technology
-36.67,Charlotte Melton,Consumer,Furniture
0.48,Jamie Frazer,Consumer,Office Supplies
29.14,Jamie Frazer,Consumer,Office Supplies
7.78,Jamie Frazer,Consumer,Office Supplies
36.00,Stuart Calhoun,Consumer,Technology
4.63,Stuart Calhoun,Consumer,Office Supplies
84.24,Anne McFarland,Consumer,Furniture
6.02,Anne McFarland,Consumer,Office Supplies
117.01,Anne McFarland,Consumer,Office Supplies
6.37,Berenike Kampe,Consumer,Office Supplies
6.87,Berenike Kampe,Consumer,Office Supplies
8.67,Berenike Kampe,Consumer,Office Supplies
19.67,Berenike Kampe,Consumer,Office Supplies
481.87,Rick Huthwaite,Home Office,Office Supplies
7.67,Rick Huthwaite,Home Office,Office Supplies
23.77,Rick Huthwaite,Home Office,Office Supplies
244.25,Rick Huthwaite,Home Office,Furniture
77.71,Gene McClure,Consumer,Office Supplies
39.75,Marc Crier,Consumer,Furniture
11.56,Valerie Mitchum,Home Office,Office Supplies
23.50,Valerie Mitchum,Home Office,Office Supplies
6.92,Guy Phonely,Corporate,Office Supplies
25.18,Guy Phonely,Corporate,Office Supplies
30.52,Guy Phonely,Corporate,Office Supplies
5.15,Guy Phonely,Corporate,Office Supplies
3.29,George Bell,Corporate,Office Supplies
0.82,George Bell,Corporate,Office Supplies
3.88,Carol Triggs,Consumer,Office Supplies
51.29,Carol Triggs,Consumer,Furniture
13.94,Carl Weiss,Home Office,Office Supplies
6.87,Carl Weiss,Home Office,Office Supplies
4.33,Skye Norling,Home Office,Office Supplies
-3.33,Skye Norling,Home Office,Office Supplies
-6.10,Skye Norling,Home Office,Office Supplies
20.72,Skye Norling,Home Office,Furniture
20.13,Ed Braxton,Corporate,Office Supplies
7.77,Jane Waco,Corporate,Office Supplies
5.44,Ken Black,Corporate,Office Supplies
45.54,Matt Collister,Corporate,Office Supplies
280.59,Matt Collister,Corporate,Technology
26.63,Matt Collister,Corporate,Office Supplies
36.23,Clytie Kelty,Consumer,Furniture
-2.00,Clytie Kelty,Consumer,Office Supplies
-4.75,Clytie Kelty,Consumer,Office Supplies
-73.18,Clytie Kelty,Consumer,Furniture
0.83,Clytie Kelty,Consumer,Office Supplies
3.48,Clytie Kelty,Consumer,Furniture
5.19,Rick Duston,Consumer,Furniture
63.98,Theone Pippenger,Consumer,Technology
412.54,Theone Pippenger,Consumer,Furniture
30.60,Theone Pippenger,Consumer,Technology
70.01,Theone Pippenger,Consumer,Furniture
5.22,Greg Guthrie,Corporate,Office Supplies
20.88,Greg Guthrie,Corporate,Office Supplies
5.39,Greg Guthrie,Corporate,Office Supplies
30.43,Greg Guthrie,Corporate,Office Supplies
6.03,Greg Guthrie,Corporate,Office Supplies
12.17,Greg Guthrie,Corporate,Office Supplies
-9.15,Greg Guthrie,Corporate,Furniture
47.86,Greg Guthrie,Corporate,Technology
3.72,Greg Guthrie,Corporate,Office Supplies
69.99,Zuschuss Carroll,Consumer,Technology
-97.74,Zuschuss Carroll,Consumer,Furniture
-1.29,Corey Catlett,Corporate,Office Supplies
-46.14,Kelly Andreada,Consumer,Furniture
2.56,Tamara Chand,Corporate,Office Supplies
13.79,Deborah Brumfield,Home Office,Technology
66.64,Deborah Brumfield,Home Office,Technology
28.52,Toby Ritter,Consumer,Furniture
19.95,Bart Folk,Consumer,Office Supplies
26.35,Bart Folk,Consumer,Office Supplies
45.53,Bart Folk,Consumer,Office Supplies
37.18,Maribeth Schnelling,Consumer,Office Supplies
11.20,Maribeth Schnelling,Consumer,Technology
1.74,Maribeth Schnelling,Consumer,Furniture
16.85,Clytie Kelty,Consumer,Office Supplies
8.88,Emily Ducich,Home Office,Office Supplies
56.18,Irene Maddox,Consumer,Office Supplies
8.67,Irene Maddox,Consumer,Office Supplies
38.99,Irene Maddox,Consumer,Office Supplies
68.96,Irene Maddox,Consumer,Office Supplies
1.47,Irene Maddox,Consumer,Office Supplies
2.65,Maribeth Yedwab,Corporate,Office Supplies
13.01,Magdelene Morse,Consumer,Office Supplies
-48.78,Magdelene Morse,Consumer,Furniture
81.58,Mark Packer,Home Office,Furniture
0.39,Anthony Witt,Consumer,Office Supplies
1.48,Sandra Flanagan,Consumer,Office Supplies
240.56,Steve Nguyen,Home Office,Office Supplies
25.75,Steve Nguyen,Home Office,Office Supplies
2.17,Steve Nguyen,Home Office,Office Supplies
2.36,Ruben Dartt,Consumer,Office Supplies
80.48,Ruben Dartt,Consumer,Technology
-15.91,Kean Thornton,Consumer,Office Supplies
9.36,Kean Thornton,Consumer,Office Supplies
-25.91,Adrian Hane,Home Office,Furniture
106.52,Brian Moss,Corporate,Office Supplies
11.70,Brian Moss,Corporate,Technology
5.44,Ben Wallace,Consumer,Office Supplies
-1.40,Henry Goldwyn,Corporate,Office Supplies
9.39,Sandra Glassco,Consumer,Office Supplies
124.49,Sandra Glassco,Consumer,Office Supplies
1.26,Sandra Glassco,Consumer,Office Supplies
8.03,Sandra Glassco,Consumer,Office Supplies
20.20,Sandra Glassco,Consumer,Furniture
8.02,Sandra Glassco,Consumer,Office Supplies
145.78,Sandra Glassco,Consumer,Technology
12.65,Sandra Glassco,Consumer,Office Supplies
20.04,Sandra Glassco,Consumer,Furniture
-13.98,Ralph Kennedy,Consumer,Furniture
73.54,Scot Wooten,Consumer,Office Supplies
2.38,Rob Williams,Corporate,Office Supplies
302.37,Rob Williams,Corporate,Office Supplies
-1.97,Thais Sissman,Consumer,Office Supplies
-2.70,Jennifer Braxton,Corporate,Furniture
41.13,Erica Hernandez,Home Office,Furniture
13.31,Erica Hernandez,Home Office,Office Supplies
35.33,Erica Hernandez,Home Office,Office Supplies
9.44,Erica Hernandez,Home Office,Technology
1.08,Brian Stugart,Consumer,Technology
6.49,Julie Kriz,Home Office,Furniture
7.26,Julie Kriz,Home Office,Office Supplies
9.32,Randy Ferguson,Corporate,Office Supplies
11.94,Randy Ferguson,Corporate,Office Supplies
60.14,Randy Ferguson,Corporate,Furniture
9.04,Dan Lawera,Consumer,Office Supplies
-122.39,William Brown,Consumer,Office Supplies
-2.38,William Brown,Consumer,Office Supplies
15.82,William Brown,Consumer,Technology
-11.44,Trudy Brown,Consumer,Furniture
-5.85,Trudy Brown,Consumer,Office Supplies
73.41,Christy Brittain,Consumer,Office Supplies
50.47,Grant Thornton,Corporate,Office Supplies
4.46,Grant Thornton,Corporate,Office Supplies
-347.12,Grant Thornton,Corporate,Furniture
9.91,Dean Katz,Corporate,Office Supplies
-4.80,Dean Katz,Corporate,Technology
5.42,Dean Katz,Corporate,Office Supplies
-18.09,Theresa Swint,Corporate,Furniture
-27.93,Theresa Swint,Corporate,Office Supplies
-50.87,Theresa Swint,Corporate,Office Supplies
4.33,William Brown,Consumer,Furniture
22.09,Denny Ordway,Consumer,Technology
-53.27,Art Ferguson,Consumer,Furniture
43.60,Richard Bierner,Consumer,Technology
7.02,Andy Reiter,Consumer,Office Supplies
5.13,Dan Reichenbach,Corporate,Office Supplies
-10.17,Ben Ferrer,Home Office,Furniture
10.74,Larry Blacks,Consumer,Office Supplies
0.00,Dianna Vittorini,Consumer,Office Supplies
9.72,Dianna Vittorini,Consumer,Office Supplies
2.01,Neil Knudson,Home Office,Office Supplies
-14.97,Carlos Soltero,Consumer,Office Supplies
29.77,Logan Haushalter,Consumer,Furniture
10.03,Dianna Wilson,Home Office,Office Supplies
150.98,Karen Ferguson,Home Office,Office Supplies
24.00,Helen Andreada,Consumer,Technology
3.00,Helen Andreada,Consumer,Office Supplies
-150.41,Helen Andreada,Consumer,Furniture
1.19,Helen Andreada,Consumer,Office Supplies
-11.00,Helen Andreada,Consumer,Office Supplies
1.75,John Huston,Consumer,Office Supplies
-9.00,John Huston,Consumer,Technology
-27.00,John Huston,Consumer,Technology
-8.72,Linda Cazamias,Corporate,Furniture
6.91,Ivan Liston,Consumer,Office Supplies
-13.90,Lindsay Shagiari,Home Office,Office Supplies
6.18,Corey Catlett,Corporate,Office Supplies
21.01,Patrick Bzostek,Home Office,Office Supplies
28.86,Patrick Bzostek,Home Office,Office Supplies
13.04,Patrick Bzostek,Home Office,Office Supplies
32.94,Patrick Bzostek,Home Office,Office Supplies
30.90,Caroline Jumper,Consumer,Office Supplies
22.20,Caroline Jumper,Consumer,Office Supplies
59.04,Caroline Jumper,Consumer,Furniture
1159.99,Caroline Jumper,Consumer,Technology
21.99,Caroline Jumper,Consumer,Technology
28.02,Caroline Jumper,Consumer,Furniture
18.53,Heather Kirkland,Corporate,Office Supplies
7.25,Rob Haberlin,Consumer,Technology
35.04,Ivan Liston,Consumer,Office Supplies
25.47,Ivan Liston,Consumer,Furniture
378.17,Ivan Liston,Consumer,Technology
17.03,Alan Shonely,Consumer,Office Supplies
51.82,Arthur Prichep,Consumer,Office Supplies
22.87,Arthur Prichep,Consumer,Office Supplies
55.76,Arthur Prichep,Consumer,Office Supplies
12.29,Arthur Prichep,Consumer,Office Supplies
8.50,Arthur Prichep,Consumer,Technology
0.41,Allen Goldenen,Consumer,Office Supplies
3.96,Bart Folk,Consumer,Office Supplies
5.44,Chloris Kastensmidt,Consumer,Office Supplies
1.70,Chloris Kastensmidt,Consumer,Office Supplies
9.10,Liz Thompson,Consumer,Furniture
229.30,Liz Thompson,Consumer,Technology
2.13,Beth Thompson,Home Office,Office Supplies
74.81,Beth Thompson,Home Office,Furniture
1.76,Steven Cartwright,Consumer,Furniture
8.45,Catherine Glotzbach,Home Office,Office Supplies
-46.39,Arthur Wiediger,Home Office,Office Supplies
3.83,Arthur Wiediger,Home Office,Technology
7.60,Roger Barcio,Home Office,Office Supplies
233.22,Maris LaWare,Consumer,Technology
21.02,Maris LaWare,Consumer,Office Supplies
29.74,Victoria Brennan,Corporate,Office Supplies
11.24,Scott Williamson,Consumer,Furniture
0.50,Neola Schneider,Consumer,Office Supplies
20.85,Neola Schneider,Consumer,Office Supplies
60.49,Neola Schneider,Consumer,Office Supplies
9.50,Neola Schneider,Consumer,Furniture
0.99,Dorothy Badders,Corporate,Office Supplies
3.62,Matt Hagelstein,Corporate,Office Supplies
4.19,Matt Hagelstein,Corporate,Office Supplies
100.24,Matt Hagelstein,Corporate,Technology
-89.09,Dennis Kane,Consumer,Technology
4.67,Dennis Kane,Consumer,Office Supplies
-24.24,Dennis Kane,Consumer,Furniture
17.82,Erin Ashbrook,Corporate,Office Supplies
-98.80,Bobby Trafton,Consumer,Furniture
0.47,Laura Armstrong,Corporate,Office Supplies
15.60,Laura Armstrong,Corporate,Technology
-115.71,Greg Matthias,Consumer,Furniture
252.59,Alex Avila,Consumer,Office Supplies
14.83,Alex Avila,Consumer,Office Supplies
31.59,Denny Blanton,Consumer,Furniture
14.31,John Huston,Consumer,Office Supplies
36.00,Doug Jacobs,Consumer,Technology
67.66,Quincy Jones,Corporate,Technology
11.45,Carol Triggs,Consumer,Office Supplies
8.27,Carol Triggs,Consumer,Office Supplies
12.43,Rick Huthwaite,Home Office,Office Supplies
-52.17,Sanjit Jacobs,Home Office,Furniture
381.30,Toby Gnade,Consumer,Office Supplies
13.35,Toby Gnade,Consumer,Office Supplies
-115.50,Carol Triggs,Consumer,Technology
15.27,Barry Franz,Home Office,Office Supplies
1.45,Barry Franz,Home Office,Office Supplies
3.52,Barry Franz,Home Office,Office Supplies
2.24,Barry Franz,Home Office,Office Supplies
49.50,Barry Franz,Home Office,Technology
6.41,Justin MacKendrick,Consumer,Office Supplies
13.04,Justin MacKendrick,Consumer,Office Supplies
4.18,Justin MacKendrick,Consumer,Office Supplies
157.02,Justin MacKendrick,Consumer,Office Supplies
9.33,Justin MacKendrick,Consumer,Office Supplies
68.98,Julie Kriz,Home Office,Office Supplies
14.28,Henry Goldwyn,Corporate,Office Supplies
15.25,Henry Goldwyn,Corporate,Office Supplies
131.36,Laura Armstrong,Corporate,Technology
33.94,Laura Armstrong,Corporate,Furniture
90.97,Troy Staebel,Consumer,Furniture
8.71,Troy Staebel,Consumer,Office Supplies
2.40,Maria Zettner,Home Office,Office Supplies
66.95,Maria Zettner,Home Office,Technology
24.94,Mitch Webber,Consumer,Technology
79.19,Mark Van Huff,Consumer,Furniture
115.00,Allen Armold,Consumer,Technology
2.38,Allen Armold,Consumer,Office Supplies
3.88,Allen Armold,Consumer,Office Supplies
2.69,Sean Miller,Home Office,Office Supplies
6.35,Tom Prescott,Consumer,Office Supplies
3.11,Dean Katz,Corporate,Office Supplies
2.36,Dean Katz,Corporate,Office Supplies
4.20,Michael Kennedy,Corporate,Office Supplies
47.94,Chad Sievert,Consumer,Office Supplies
95.76,John Lucas,Consumer,Furniture
377.99,John Lucas,Consumer,Technology
3.59,Allen Rosenblatt,Corporate,Furniture
13.76,Allen Rosenblatt,Corporate,Furniture
0.00,Liz MacKendrick,Consumer,Office Supplies
22.35,Liz MacKendrick,Consumer,Furniture
53.75,Liz MacKendrick,Consumer,Technology
-6.10,Jim Karlsson,Consumer,Furniture
-23.04,Jim Karlsson,Consumer,Furniture
38.00,Jim Karlsson,Consumer,Furniture
22.15,Filia McAdams,Corporate,Office Supplies
6.70,Sarah Foster,Consumer,Technology
16.39,Sarah Foster,Consumer,Office Supplies
