Product ID,Discount Rate,Profit,Cost,Customer Name,Segment,City,State,Category,Sub-Category,Product Name,Sales
TEC-PH-10000215,0,28.31,76.54,Tom Boeckenhauer,Consumer,Tulsa,Oklahoma,Technology,Phones,Plantronics Cordless�Phone Headset�with In-line Volume - M214C,104.85
FUR-BO-10004467,0.15,20.00,404.96,Sally Hughsby,Corporate,Hesperia,California,Furniture,Bookcases,Bestar Classic Bookcase,424.96
OFF-BI-10000829,0.2,3.50,7.28,Alan Schoenberger,Corporate,Provo,Utah,Office Supplies,Binders,Avery Non-Stick Binders,10.78
OFF-BI-10003712,0.2,4.27,7.51,Alan Schoenberger,Corporate,Provo,Utah,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.78
OFF-PA-10000062,0,80.79,84.09,Alan Schoenberger,Corporate,Provo,Utah,Office Supplies,Paper,Green Bar Computer Printout Paper,164.88
FUR-BO-10003404,0,77.58,1215.36,Alan Schoenberger,Corporate,Provo,Utah,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94
OFF-BI-10004233,0.2,8.95,16.63,Alan Schoenberger,Corporate,Provo,Utah,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.58
OFF-ST-10001272,0,65.44,196.30,Alan Schoenberger,Corporate,Provo,Utah,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74
OFF-LA-10001175,0,7.06,7.34,Alan Schoenberger,Corporate,Provo,Utah,Office Supplies,Labels,Avery 514,14.40
OFF-EN-10004030,0,5.10,5.76,Pete Kriz,Consumer,San Francisco,California,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86
FUR-CH-10004287,0.2,99.43,784.41,Harold Ryan,Corporate,Gilbert,Arizona,Furniture,Chairs,SAFCO Arco Folding Chair,883.84
TEC-PH-10002834,0,494.97,1484.92,Deirdre Greer,Corporate,New York City,New York,Technology,Phones,Google Nexus 5,1979.89
OFF-EN-10003055,0,35.98,43.98,Deirdre Greer,Corporate,New York City,New York,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96
OFF-BI-10003460,0,4.20,4.56,Craig Leslie,Home Office,Springfield,Missouri,Office Supplies,Binders,Acco 3-Hole Punch,8.76
OFF-LA-10001569,0.2,1.29,2.69,Herbert Flentye,Consumer,Memphis,Tennessee,Office Supplies,Labels,Avery 499,3.98
FUR-TA-10004534,0.4,-142.07,512.69,Herbert Flentye,Consumer,Memphis,Tennessee,Furniture,Tables,Bevis 44 x 96 Conference Tables,370.62
OFF-BI-10002954,0.7,-2.01,4.75,Herbert Flentye,Consumer,Memphis,Tennessee,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.74
TEC-AC-10003832,0.2,20.87,58.64,Hunter Glantz,Consumer,Amarillo,Texas,Technology,Accessories,Imation�16GB Mini TravelDrive USB 2.0�Flash Drive,79.51
OFF-PA-10000474,0.2,9.57,18.78,Hunter Glantz,Consumer,Amarillo,Texas,Office Supplies,Paper,Easy-staple paper,28.35
FUR-CH-10002774,0.2,4.59,36.19,Nancy Lomonaco,Home Office,Los Angeles,California,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",40.78
OFF-AP-10002765,0,29.67,76.29,Nancy Lomonaco,Home Office,Los Angeles,California,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,105.96
OFF-PA-10001144,0,79.89,86.55,Rick Reed,Corporate,Lowell,Massachusetts,Office Supplies,Paper,Xerox 1913,166.44
FUR-CH-10003761,0,212.19,573.69,Rick Reed,Corporate,Lowell,Massachusetts,Furniture,Chairs,Global Italian Leather Office Chair,785.88
OFF-PA-10004665,0,12.84,13.36,Rick Reed,Corporate,Lowell,Massachusetts,Office Supplies,Paper,Advantus Motivational Note Cards,26.20
OFF-ST-10000078,0,238.65,1087.20,Rick Reed,Corporate,Lowell,Massachusetts,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85
OFF-PA-10000357,0,79.89,86.55,Toby Carlisle,Consumer,San Diego,California,Office Supplies,Paper,Xerox 1888,166.44
OFF-AR-10000422,0.2,0.77,7.99,Doug Bickford,Consumer,Asheville,North Carolina,Office Supplies,Art,Pencil and Crayon Sharpener,8.76
OFF-AP-10001205,0.2,4.36,39.22,Doug Bickford,Consumer,Asheville,North Carolina,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,43.58
OFF-BI-10001116,0.7,-8.13,19.22,Stewart Visinsky,Consumer,Pueblo,Colorado,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.09
OFF-BI-10002931,0.7,-16.78,41.94,Stewart Visinsky,Consumer,Pueblo,Colorado,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",25.16
OFF-BI-10000546,0,7.06,7.34,Mick Hernandez,Home Office,Jackson,Michigan,Office Supplies,Binders,Avery Durable Binders,14.40
TEC-AC-10002049,0,111.59,508.36,Mick Hernandez,Home Office,Jackson,Michigan,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95
OFF-BI-10001196,0,42.07,47.45,Mick Hernandez,Home Office,Jackson,Michigan,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",89.52
TEC-MA-10002981,0.1,152.09,198.88,Mick Hernandez,Home Office,Jackson,Michigan,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.97
TEC-PH-10003601,0,49.50,115.49,Mick Hernandez,Home Office,Jackson,Michigan,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99
OFF-BI-10000632,0.2,101.58,210.97,Carol Triggs,Consumer,Los Angeles,California,Office Supplies,Binders,Satellite Sectional Post Binders,312.55
OFF-EN-10003055,0.2,29.99,65.96,Karl Braun,Consumer,Thomasville,North Carolina,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.95
OFF-BI-10001031,0.7,-2.46,5.66,Karl Braun,Consumer,Thomasville,North Carolina,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.20
OFF-BI-10002003,0.8,-6.57,10.55,Ralph Arnett,Consumer,Peoria,Illinois,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,3.98
OFF-PA-10003016,0,7.07,8.63,Yoseph Carroll,Corporate,Los Angeles,California,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.70
OFF-AR-10004582,0.2,1.64,3.61,Russell Applegate,Consumer,Chicago,Illinois,Office Supplies,Art,BIC Brite Liner Grip Highlighters,5.25
OFF-BI-10004364,0.7,-4.46,9.81,Charles McCrossin,Consumer,Philadelphia,Pennsylvania,Office Supplies,Binders,Storex Dura Pro Binders,5.35
OFF-PA-10002246,0.2,5.61,9.87,Chad Sievert,Consumer,Englewood,Colorado,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48
TEC-PH-10002890,0.2,8.14,100.44,Chad Sievert,Consumer,Englewood,Colorado,Technology,Phones,AT&T 17929 Lendline Telephone,108.58
FUR-FU-10001475,0,37.37,72.53,Anthony Johnson,Corporate,Seattle,Washington,Furniture,Furnishings,"Contract Clock, 14"", Brown",109.90
FUR-FU-10004270,0.2,4.04,11.34,Dan Lawera,Consumer,Hialeah,Florida,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.38
OFF-PA-10003465,0.2,10.62,19.73,Bobby Elias,Consumer,Lancaster,Ohio,Office Supplies,Paper,Xerox 1912,30.35
TEC-MA-10003626,0.5,-16.43,837.73,Sean Miller,Home Office,Jacksonville,Florida,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,821.30
TEC-MA-10002412,0.5,-1811.08,24449.56,Sean Miller,Home Office,Jacksonville,Florida,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48
OFF-PA-10001804,0.2,7.48,13.90,Sean Miller,Home Office,Jacksonville,Florida,Office Supplies,Paper,Xerox 195,21.38
OFF-AR-10003183,0.2,1.00,7.02,Sean Miller,Home Office,Jacksonville,Florida,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.02
FUR-FU-10004270,0.2,8.08,22.69,Sean Miller,Home Office,Jacksonville,Florida,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",30.77
OFF-FA-10003112,0.2,5.92,13.02,Sean Miller,Home Office,Jacksonville,Florida,Office Supplies,Fasteners,Staples,18.94
FUR-FU-10001986,0.2,15.29,107.06,Sean Miller,Home Office,Jacksonville,Florida,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",122.35
OFF-PA-10002319,0,56.98,59.30,Resi P�lking,Consumer,Baltimore,Maryland,Office Supplies,Paper,Xerox 1944,116.28
TEC-AC-10002323,0,17.24,115.36,Joy Daniels,Consumer,New York City,New York,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,132.60
OFF-SU-10001165,0,4.34,12.34,Alejandro Ballentine,Home Office,Carlsbad,New Mexico,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,16.68
OFF-PA-10001246,0,9.33,10.11,Alejandro Ballentine,Home Office,Carlsbad,New Mexico,Office Supplies,Paper,Xerox 215,19.44
OFF-PA-10001815,0,92.24,99.92,Alejandro Ballentine,Home Office,Carlsbad,New Mexico,Office Supplies,Paper,Xerox 1885,192.16
FUR-FU-10001876,0,81.85,145.51,Charles Crestani,Consumer,Los Angeles,California,Furniture,Furnishings,"Computer Room Manger, 14""",227.36
TEC-MA-10000488,0.2,216.00,1703.98,Charles Crestani,Consumer,Los Angeles,California,Technology,Machines,Bady BDG101FRU Card Printer,1919.98
OFF-BI-10001098,0.7,-8.98,21.81,Gary Hwang,Consumer,Jacksonville,Florida,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,12.83
FUR-FU-10003577,0.2,9.18,36.71,Cathy Prescott,Corporate,Lakewood,Ohio,Furniture,Furnishings,Nu-Dell Leatherette Frames,45.89
OFF-AR-10002656,0,22.24,37.88,Gary McGarr,Consumer,Troy,New York,Office Supplies,Art,Sanford Liquid Accent Highlighters,60.12
TEC-PH-10004531,0.2,37.80,264.58,Lena Creighton,Consumer,Wilmington,North Carolina,Technology,Phones,AT&T CL2909,302.38
OFF-AR-10003251,0,5.56,8.34,Beth Thompson,Home Office,Seattle,Washington,Office Supplies,Art,Prang Drawing Pencil Set,13.90
TEC-PH-10000673,0,62.39,67.59,Cathy Prescott,Corporate,New York City,New York,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98
TEC-AC-10000158,0,15.12,56.86,Steve Carroll,Home Office,Columbus,Georgia,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98
TEC-PH-10002075,0,109.61,268.36,Dennis Kane,Consumer,New York City,New York,Technology,Phones,AT&T EL51110 DECT,377.97
OFF-ST-10004340,0,33.58,90.78,Sanjit Engle,Consumer,Costa Mesa,California,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",124.36
FUR-FU-10002759,0.6,-14.39,38.37,Luke Foster,Consumer,Houston,Texas,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.98
OFF-FA-10000585,0.2,2.72,5.66,Odella Nelson,Corporate,Cary,North Carolina,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.38
OFF-AP-10004859,0.2,5.10,53.14,Odella Nelson,Corporate,Cary,North Carolina,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24
OFF-ST-10001558,0,12.18,69.02,Tom Boeckenhauer,Consumer,Alexandria,Virginia,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,81.20
OFF-LA-10004689,0,6.79,7.66,David Flashing,Consumer,Vallejo,California,Office Supplies,Labels,Avery 512,14.45
OFF-BI-10002867,0.2,31.09,64.56,David Flashing,Consumer,Vallejo,California,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.65
TEC-PH-10003811,0.4,-71.99,431.96,Emily Phan,Consumer,Philadelphia,Pennsylvania,Technology,Phones,Jabra Supreme Plus Driver Edition�Headset,359.97
FUR-TA-10000849,0.4,-140.14,490.49,Emily Phan,Consumer,Philadelphia,Pennsylvania,Furniture,Tables,Bevis Rectangular Conference Tables,350.35
OFF-BI-10000848,0.7,-1.31,2.95,Sally Knutson,Consumer,Toledo,Ohio,Office Supplies,Binders,Angle-D Ring Binders,1.64
TEC-PH-10003072,0.4,94.49,535.47,Sally Knutson,Consumer,Toledo,Ohio,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,629.96
OFF-AR-10001547,0,1.79,4.84,Fred Harton,Consumer,Seattle,Washington,Office Supplies,Art,Newell 311,6.63
TEC-AC-10001838,0,343.98,455.98,Fred Harton,Consumer,Seattle,Washington,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,799.96
FUR-FU-10004017,0,21.51,86.02,Fred Harton,Consumer,Seattle,Washington,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53
TEC-PH-10002923,0,19.97,54.01,Eric Hoffmann,Consumer,Plainfield,New Jersey,Technology,Phones,"Logitech B530 USB�Headset�-�headset�- Full size, Binaural",73.98
OFF-AR-10000716,0,2.18,3.40,Eric Hoffmann,Consumer,Plainfield,New Jersey,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58
OFF-PA-10000249,0,23.09,26.03,Joe Elijah,Consumer,Las Cruces,New Mexico,Office Supplies,Paper,Easy-staple paper,49.12
TEC-PH-10003691,0,94.49,283.48,Ken Lonsdale,Consumer,Newark,Delaware,Technology,Phones,BlackBerry Q10,377.97
OFF-PA-10001560,0,19.87,22.41,Ken Lonsdale,Consumer,Newark,Delaware,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4� x 11�",42.28
FUR-BO-10004467,0,56.99,242.98,Ken Lonsdale,Consumer,Newark,Delaware,Furniture,Bookcases,Bestar Classic Bookcase,299.97
TEC-PH-10001819,0,43.19,46.79,Ken Lonsdale,Consumer,Newark,Delaware,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98
OFF-SU-10000157,0,9.54,467.70,Edward Becker,Corporate,Hoover,Alabama,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,477.24
TEC-AC-10004227,0,1.56,24.42,Edward Becker,Corporate,Hoover,Alabama,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,25.98
OFF-EN-10003134,0.2,17.52,29.20,Bruce Degenhardt,Consumer,Newark,Ohio,Office Supplies,Envelopes,Staple envelope,46.72
FUR-FU-10004671,0,13.43,21.91,MaryBeth Skach,Consumer,San Diego,California,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34
FUR-FU-10002253,0,100.48,157.16,Stewart Carmichael,Corporate,San Francisco,California,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64
TEC-PH-10002726,0.2,47.24,78.74,Stewart Carmichael,Corporate,San Francisco,California,Technology,Phones,netTALK DUO VoIP Telephone Service,125.98
TEC-AC-10004571,0.2,22.00,57.99,Fred McMath,Consumer,Jacksonville,North Carolina,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,79.99
FUR-TA-10002228,0.3,-130.01,830.07,Kean Thornton,Consumer,Franklin,Massachusetts,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.06
TEC-AC-10004127,0.2,-1.36,28.53,Anne Pryor,Home Office,Frisco,Texas,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,27.17
OFF-BI-10001553,0.7,-6.03,14.26,Ritsa Hightower,Consumer,Tallahassee,Florida,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,8.23
FUR-CH-10002758,0.2,73.19,512.36,Carlos Soltero,Consumer,Seattle,Washington,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.55
OFF-ST-10000532,0,110.05,313.23,Tamara Manning,Consumer,Vacaville,California,Office Supplies,Storage,Advantus Rolling Drawer Organizers,423.28
FUR-CH-10000988,0.2,22.53,202.77,Herbert Flentye,Consumer,Los Angeles,California,Furniture,Chairs,Hon Olson Stacker Stools,225.30
OFF-AR-10003251,0,2.22,3.34,George Ashbrook,Consumer,San Francisco,California,Office Supplies,Art,Prang Drawing Pencil Set,5.56
TEC-AC-10003174,0,129.35,194.02,George Ashbrook,Consumer,San Francisco,California,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37
TEC-PH-10002310,0.2,68.60,715.36,George Ashbrook,Consumer,San Francisco,California,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96
OFF-AP-10002651,0,419.82,1027.83,George Ashbrook,Consumer,San Francisco,California,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1447.65
OFF-PA-10001184,0,5.86,6.10,George Ashbrook,Consumer,San Francisco,California,Office Supplies,Paper,Xerox 1903,11.96
TEC-AC-10002402,0,71.99,167.98,Erica Smith,Consumer,New York City,New York,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97
FUR-FU-10004270,0,31.54,45.38,Julie Prescott,Home Office,Columbus,Georgia,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",76.92
OFF-ST-10001526,0,125.14,356.18,Julie Prescott,Home Office,Columbus,Georgia,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32
OFF-PA-10002893,0,23.23,25.17,Dean percer,Home Office,Murray,Utah,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48.40
TEC-AC-10003709,0,0.44,0.55,Neil Knudson,Home Office,San Francisco,California,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,0.99
OFF-BI-10001191,0.2,36.92,64.92,Neil Knudson,Home Office,San Francisco,California,Office Supplies,Binders,Canvas Sectional Post Binders,101.84
OFF-BI-10003166,0.7,-7.58,17.91,Paul Lucas,Home Office,Philadelphia,Pennsylvania,Office Supplies,Binders,GBC Plasticlear Binding Covers,10.33
OFF-BI-10003982,0.7,-23.89,55.05,Paul Lucas,Home Office,Philadelphia,Pennsylvania,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,31.16
OFF-ST-10004835,0.2,0.67,8.26,Paul Lucas,Home Office,Philadelphia,Pennsylvania,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.93
OFF-AP-10000159,0.2,3.87,30.51,Robert Waldorf,Consumer,Philadelphia,Pennsylvania,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,34.38
OFF-AP-10002945,0.2,312.68,1611.48,Robert Waldorf,Consumer,Philadelphia,Pennsylvania,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16
OFF-AP-10001242,0.8,-80.48,112.67,Michael Oakman,Consumer,Dallas,Texas,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,32.19
TEC-AC-10003038,0.2,-0.63,50.75,Michael Oakman,Consumer,Dallas,Texas,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,50.12
TEC-AC-10003289,0.2,1.80,46.18,Michael Oakman,Consumer,Dallas,Texas,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,47.98
OFF-ST-10000918,0,14.17,40.33,Jennifer Jackson,Consumer,Waukesha,Wisconsin,Office Supplies,Storage,Crate-A-Files,54.50
FUR-FU-10001940,0.2,5.73,13.37,Brian Thompson,Consumer,Fort Lauderdale,Florida,Furniture,Furnishings,Staple-based wall hangings,19.10
OFF-BI-10002852,0,24.23,25.21,Rob Dowd,Consumer,Detroit,Michigan,Office Supplies,Binders,Ibico Standard Transparent Covers,49.44
OFF-PA-10004451,0.2,3.63,6.74,Max Ludwig,Home Office,Springfield,Ohio,Office Supplies,Paper,Xerox 222,10.37
OFF-ST-10004804,0,1.54,152.90,Joel Eaton,Consumer,San Diego,California,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44
OFF-AP-10003971,0.2,4.57,56.41,Elpida Rittenbach,Corporate,Colorado Springs,Colorado,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,60.98
FUR-BO-10003159,0.15,-13.80,209.27,Jessica Myrick,Consumer,Bakersfield,California,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195.47
FUR-FU-10001935,0.2,6.22,17.46,Saphhira Shifley,Corporate,Pompano Beach,Florida,Furniture,Furnishings,3M Hangers With Command Adhesive,23.68
TEC-AC-10003433,0.2,0.74,1.64,Saphhira Shifley,Corporate,Pompano Beach,Florida,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.38
OFF-LA-10004544,0,29.60,29.60,Toby Carlisle,Consumer,New York City,New York,Office Supplies,Labels,Avery 505,59.20
OFF-AR-10001026,0,9.68,12.32,Hunter Glantz,Consumer,Lakeville,Minnesota,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",22.00
TEC-PH-10001336,0,74.81,183.17,Lisa DeCherney,Consumer,Detroit,Michigan,Technology,Phones,Digium D40 VoIP phone,257.98
TEC-PH-10003187,0.4,-15.99,39.98,Alejandro Savely,Corporate,Philadelphia,Pennsylvania,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.99
TEC-PH-10004897,0.4,-15.58,39.56,Michael Paige,Corporate,Troy,Ohio,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.98
FUR-CH-10004997,0.2,0.00,601.54,Cynthia Delaney,Home Office,Los Angeles,California,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,601.54
OFF-FA-10002763,0,2.53,5.37,Cynthia Delaney,Home Office,Los Angeles,California,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.90
FUR-FU-10001588,0.6,-24.80,83.16,Michael Dominguez,Corporate,Corpus Christi,Texas,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36
OFF-AR-10000940,0.2,1.44,15.02,Michael Dominguez,Corporate,Corpus Christi,Texas,Office Supplies,Art,Newell 343,16.46
FUR-FU-10002759,0.6,-23.98,63.94,Michael Dominguez,Corporate,Corpus Christi,Texas,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96
OFF-AP-10000358,0,7.53,18.43,Brian Moss,Corporate,Omaha,Nebraska,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,25.96
OFF-AP-10003281,0,10.88,25.39,Brian Moss,Corporate,Omaha,Nebraska,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27
OFF-PA-10000029,0,3.11,3.37,Brian Moss,Corporate,Omaha,Nebraska,Office Supplies,Paper,Xerox 224,6.48
TEC-PH-10001557,0.2,94.07,981.02,Kean Nguyen,Corporate,Redondo Beach,California,Technology,Phones,Pyle PMP37LED,1075.09
TEC-PH-10000576,0.2,38.36,400.01,Kean Nguyen,Corporate,Redondo Beach,California,Technology,Phones,AT&T 1080 Corded phone,438.37
OFF-BI-10002764,0.2,6.56,11.53,Kean Nguyen,Corporate,Redondo Beach,California,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.09
FUR-BO-10001337,0.15,-18.15,326.65,Kean Nguyen,Corporate,Redondo Beach,California,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.50
OFF-AR-10002257,0,4.14,9.22,Ivan Gibson,Consumer,Little Rock,Arkansas,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",13.36
OFF-PA-10001019,0,18.78,21.18,Ivan Gibson,Consumer,Little Rock,Arkansas,Office Supplies,Paper,Xerox 1884,39.96
OFF-BI-10003364,0,70.01,75.84,Ivan Gibson,Consumer,Little Rock,Arkansas,Office Supplies,Binders,Binding Machine Supplies,145.85
TEC-PH-10000984,0.2,78.40,705.56,Jill Stevenson,Corporate,Miami,Florida,Technology,Phones,Panasonic KX-TG9471B,783.96
OFF-AR-10001683,0.2,1.77,6.11,Guy Armstrong,Consumer,Salem,Oregon,Office Supplies,Art,Lumber Crayons,7.88
FUR-FU-10000629,0,17.38,23.99,Denise Leinenbach,Consumer,Las Cruces,New Mexico,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37
OFF-PA-10003893,0,5.78,7.06,Cindy Stewart,Consumer,San Francisco,California,Office Supplies,Paper,Xerox 1962,12.84
OFF-PA-10004239,0,11.56,14.12,Cindy Stewart,Consumer,San Francisco,California,Office Supplies,Paper,Xerox 1953,25.68
FUR-CH-10000553,0.3,-2.04,49.56,Charles Crestani,Consumer,El Paso,Texas,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",47.52
OFF-FA-10004395,0,0.47,8.95,Michelle Huthwaite,Consumer,Seattle,Washington,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,9.42
OFF-PA-10004782,0,6.22,6.74,Michelle Huthwaite,Consumer,Seattle,Washington,Office Supplies,Paper,Xerox 228,12.96
FUR-BO-10002213,0,56.39,648.51,Michelle Huthwaite,Consumer,Seattle,Washington,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",704.90
FUR-CH-10001854,0.2,28.08,533.49,Michelle Huthwaite,Consumer,Seattle,Washington,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.57
OFF-PA-10000157,0,84.52,95.30,Mike Pelletier,Home Office,Milwaukee,Wisconsin,Office Supplies,Paper,Xerox 191,179.82
FUR-FU-10001185,0,76.09,109.49,Mike Pelletier,Home Office,Milwaukee,Wisconsin,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58
FUR-TA-10001520,0,36.40,177.71,Mike Pelletier,Home Office,Milwaukee,Wisconsin,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",214.11
TEC-AC-10004145,0,229.99,769.97,Mike Pelletier,Home Office,Milwaukee,Wisconsin,Technology,Accessories,Logitech diNovo Edge Keyboard,999.96
FUR-TA-10000688,0,111.10,542.45,Mike Pelletier,Home Office,Milwaukee,Wisconsin,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55
OFF-BI-10001510,0,51.57,63.03,Daniel Raglin,Home Office,Franklin,Massachusetts,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,114.60
FUR-CH-10003817,0,15.19,45.55,Daniel Raglin,Home Office,Franklin,Massachusetts,Furniture,Chairs,"Global Value Steno Chair, Gray",60.74
FUR-FU-10000308,0,27.36,97.00,Daniel Raglin,Home Office,Franklin,Massachusetts,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36
OFF-ST-10003208,0,315.74,773.02,Daniel Raglin,Home Office,Franklin,Massachusetts,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1088.76
OFF-BI-10003784,0.2,2.35,4.37,Darrin Martin,Consumer,Encinitas,California,Office Supplies,Binders,Computer Printout Index Tabs,6.72
FUR-TA-10003748,0.2,7.47,291.31,Darrin Martin,Consumer,Encinitas,California,Furniture,Tables,Bevis 36 x 72 Conference Tables,298.78
TEC-PH-10002563,0.2,22.68,279.70,Brian DeCherney,Consumer,Anaheim,California,Technology,Phones,Adtran 1202752G1,302.38
